Kosten Aqua,Charakter Pipeline,Element,Kartenart,⭕️,Kartentext,Kartentyp,Design Skelett,Kosten Ignis,ID,Erstellungsdatum,⚔️,Flavourtext,Erstellt von,Kosten Ungeprägt,Idee Brackground,🛡️,Slot zugewiesen,Status,Kosten Aeris,Einzigartig,Set Release,Kartentext-Planung,Kosten Terra,Kosten Magica,Letzte Änderung,Rarität,Name,PageID,Row_Hash
,[],[],[],,"<ability>Ansturm</ability> <desc><self>Ich</self> darf in dem <key>Zug</key> <key>angreifen</key>, in dem <self>ich</self> auf das <zone>Feld</zone> gekommen bin.</desc>",[],[],2.0,351,2024-03-29T19:34:00.000Z,50/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,3,[],30/30,True,TCG Arena,,False,[],Ansturm,,,2025-10-27T15:38:00.000Z,Common,Stürmischer Veteran,45ff3dd5-4449-43cc-80f8-45613ba0337e,8855696066
,[],[],[],,,[],[],,94,2023-09-14T20:36:00.000Z,,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],,False,Backup,,False,[],Untitled,,,2025-08-10T18:21:00.000Z,,Den Flammen entkommen,47dbcb22-402f-4b06-970c-29a134e78e66,1761915912
1.0,[],[],[],,,[],[],,384,2024-03-31T16:38:00.000Z,20/20,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],10/35,True,Neu,,True,[],Zu beginn jeder Kampfphase erhält ein anderer befreundeter Charakter deiner Wahl +10/+0 bis Ende des Zuges.,,,2026-01-12T15:10:00.000Z,Uncommon,Schildkanalisiererin,485899d6-13dc-42f1-a760-e7dcc4ad84ec,1995142004
,[],[],[],0.0,Manifestationen und Ereignisse kosten 1 unbestimmtes Element weniger.,[],[],,345,2024-03-12T14:06:00.000Z,,,64d6852f-afd2-42dc-be8d-a52c7535ed01,2,['Erste Ideen'],,True,Export,,False,[],Manifestationen und Ereignisse kosten 1 unbestimmtes Element weniger.,,2.0,2025-11-13T21:42:00.000Z,Common,Magicatempel,4920e3cb-1009-41e5-8c3f-588c9e41bda8,5722112611
,[],[],[],,,[],[],,286,2023-12-18T20:26:00.000Z,5,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],5,False,Backup,,True,[],"Einzigartig, Verteidiger,
Wenn Ir’yenn in Spiel kommt, zerstöre alle Archonten.
Wenn du Iriel-Elisha kontrollierst, erhält Ir’yenn +15 Angriff und Verteidigung, und kann nicht angegriffen werden",,,2025-08-10T18:22:00.000Z,,Ir’yenn,49a6b6bb-b0bb-4042-9e31-b1dbe9108b9f,1445548402
,[],[],[],,,[],[],,62,2023-09-09T23:58:00.000Z,10,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],0,False,Backup,,False,[],Untitled,,,2025-08-10T18:21:00.000Z,,Brauner Stummfisch,4a0dc435-f0a7-47c5-a2df-df371692d687,3648599453
,[],[],[],,,[],[],,130,2023-10-22T19:12:00.000Z,,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,['Erste Ideen'],,False,Backup,,False,[],"Zerstöre alle Karten auf dem Feld, jeder spieler zieht 3 weitere Karten",,,2025-08-10T18:21:00.000Z,,Ewiger Wandel,4bf97ece-c77a-4e5d-846d-2208ad703c30,1648257547
,[],[],[],,<ability>Positionswechsel</ability> <desc>Ich darf stattdessen in der <phase>Hauptphase</phase> <self>meine</self> <key>Position</key> ändern.</desc>,[],[],,327,2024-02-14T21:20:00.000Z,50/50,,938edbfe-c6a0-4a7c-836a-d922df505f98,3,[],50/50,True,TCG Arena,3.0,False,[],Positionswechsel,,,2025-11-02T21:37:00.000Z,Common,Drache des Südlichen Siegels,4f49bdc6-5ede-42d4-bac7-0abd4dca3835,4892618232
,[],[],[],,,[],[],,135,2023-10-22T19:28:00.000Z,20,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,[],15,False,Backup,,False,[],"Falls diese Karte vom Feld auf den Friedhof gelegt wird, beschwöre eine Baumsängerin aus dem Deck",,,2023-11-23T20:39:00.000Z,,Baumsängerin Avellana,4fad7d28-0869-4682-91b2-d16ffcc237d7,3119124018
,[],[],[],,Zerstöre eine <kind>Manifestation</kind> Deiner Wahl.,[],[],,452,2024-06-17T14:00:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,False,TCG Arena,,False,[],Zerstöre eine Manifestation deiner wahl.,2.0,,2025-10-27T15:38:00.000Z,,Verheerendes Beben,5192eaa6-3708-4e14-a619-53a635e97857,3541776587
,[],[],[],,,[],[],,408,2024-06-04T19:45:00.000Z,15/15,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,5,['Vittel'],15/15,False,Backup,,True,[],"Kultist
Einzigartig
Wenn dieser Charakter ins Spiel kommt, nimmt dein Gegner einen Charakter deiner Wahl auf seine Hand zurück.
Solange du eine Manifestation kontrollierst, kann dieser Charakter nicht angegriffen werden.",,,2025-08-10T18:23:00.000Z,,Der Aussenseiter,528bb0ef-5116-43de-8fe8-99b0e6a5fa08,2358236554
,[],[],[],,,[],[],,321,2024-02-14T21:08:00.000Z,15,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],15,False,Backup,,False,[],,,,2025-08-10T18:22:00.000Z,,Wächter aus Caladh Mahair,5302387e-747d-48a6-9f67-31bae2934a27,9318367228
,[],[],[],,,[],[],,242,2023-11-27T13:24:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],,False,Backup,,False,[],Bringe alle Charaktere aus allen Friedhöfen unter der Kontrolle ihrer Besitzer ins Spiel,,,2025-08-10T18:22:00.000Z,,Den Schmerz tragen,5331353e-cba9-488d-a3fd-de534d0287c8,8935177789
,[],[],[],,<ability>Schildbrecher</ability> <desc>Überschüssiger <key>Schaden</key> an <key>Blockern</key> wird <self>meinem</self> ursprünglichen <key>Ziel</key> zugefügt.</desc>,[],[],,331,2024-02-14T21:23:00.000Z,60/60,,938edbfe-c6a0-4a7c-836a-d922df505f98,5,[],60/60,True,TCG Arena,,False,[],Schildbrecher,2.0,,2025-10-27T15:38:00.000Z,Common,"Atlas, der Wanderer",537a3b53-65fb-4af7-8567-c71ef04a26d6,5833902650
,[],[],[],,,[],[],,95,2023-09-14T20:40:00.000Z,,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],40,False,Backup,,False,[],Untitled,,,2025-08-10T18:21:00.000Z,,Finger verbrannt,55a115d1-1448-4b80-be83-eb796dbf755f,4584941563
,[],[],[],,,[],[],,88,2023-09-14T20:00:00.000Z,25,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],15,False,Backup,,False,[],Untitled,,,2025-08-10T18:21:00.000Z,,Flammengeist,56a6080c-0cf9-466b-9fa3-656b744df220,1005788703
,[],[],[],,,[],[],,48,2023-09-09T22:39:00.000Z,,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],,False,Backup,,False,[],Zahle ,,,2025-08-10T18:21:00.000Z,,Ebbe,58acd68e-edf8-4da7-bfbf-8b50233a8693,1307664142
,[],[],[],,,[],[],,451,2024-06-10T13:30:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,3,['Vittel'],,False,Backup,,False,[],"Dagon und Hydra kosten zwei Elemente weniger.
Dagan und Hydra betreten das Feld mit je einem Bannkreis.",,,2025-08-10T18:23:00.000Z,,Y`ha-nthlei,5aa7e6b6-8f87-4f6f-8e89-8bd266f6e58a,2607289737
,[],[],[],,,[],[],,430,2024-06-10T12:09:00.000Z,5/5,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,5,['Vittel'],5/5,False,Backup,,False,[],"Monster
Wenn dieser Charakter das Feld betritt übernimm die Kontrolle eines Charakters, den du nicht kontrollierst bis zum Ende des Zuges. Der Charakter erhält Ansturm und darf nur Charaktere angreifen.",,,2025-08-10T18:23:00.000Z,,Bewohner von Yith,5b7520d1-83bb-4247-a9ae-7efc3039f3d1,2145135421
,[],[],[],,,[],[],,316,2024-02-14T21:04:00.000Z,5,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],20,False,Backup,,False,[],,,,2025-08-10T18:22:00.000Z,,Wächter aus Alithea,5c83746d-98d1-423e-8b8b-41fbd2082ee1,4687184619
1.0,[],[],[],,,[],[],,387,2024-03-31T16:43:00.000Z,10/10,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],10/10,False,Neu,,False,[],Herbeirufen 1,,,2025-09-21T18:42:00.000Z,,"Erhardt, der Suchende ",5d3264d8-7ac5-4327-973a-1a536ca44fc6,2992034145
,[],[],[],,,[],[],,15,2023-08-27T18:43:00.000Z,30,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,['Erste Ideen'],30,False,Backup,,False,[],Tribute diese Karte; Rufe ein [6] oder weniger “Besungener Baum” aus dem Deck.,,,2025-08-10T18:21:00.000Z,,Baumsängerin Larix,5d38d38a-d6cd-4585-a85d-88bb3a7c5066,2658421509
,[],[],[],,,[],[],,266,2023-12-11T20:32:00.000Z,55,,938edbfe-c6a0-4a7c-836a-d922df505f98,,[],10,False,Backup,,True,[],"Einzigartig, Krieger, Eisern, Wolfswacht
Darf nur Charaktere angreifen, Muss in Angriffsposition liegen
Johannes von der Schaufel kann nicht geblockt werden und muss immer den stärksten Gegner angreifen.",,,2025-07-03T13:15:00.000Z,,"Johannes von der Schaufel, der Duellant (alt)",5deaf5c9-1711-4ab2-8117-406811488631,3621986521
,[],[],[],1.0,"1,I,I; Ein Charakter deiner wahl erhält Schildbrecher.
In deiner Endphase, fall in diesem Zug eine Karte zerstört wurde, ziehe eine Karte.",[],[],3.0,200,2023-11-27T12:18:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,2,['Erste Ideen'],,True,Export,,False,[],"1,I,I; Ein Charakter deiner wahl erhält Schildbrecher.
In deiner Endphase, fall in diesem Zug eine Karte zerstört wurde, ziehe eine Karte.",,,2025-11-23T11:41:00.000Z,Common,Großer Ignisschrein,5ef51c0b-1fd7-414b-992f-cb8f7ed6f1ef,9161221612
,[],[],[],,,[],[],,17,2023-08-27T18:50:00.000Z,0,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,['Erste Ideen'],85,False,Backup,,False,[],Bezahle 2 Terra; Zerstöre einen Charakter (Einmal pro Spielzug),,,2025-08-10T18:21:00.000Z,,Besungener Baum Carpinus,5fdb4298-9b47-4fda-bc09-49b759dd8db2,2328692615
,[],[],[],,,[],[],,19,2023-08-27T18:55:00.000Z,,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,['Erste Ideen'],,False,Backup,,False,[],Bis zum Ende dieses Spielzugs: eine ,,,2025-08-10T18:21:00.000Z,,Schützender Lautenklang der Baumsängerinnen,5fffd44e-1f6e-40f8-b0c0-57f6830bf780,2505801662
,[],[],[],,"<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Verhindere, dass ein <kind>Ereignis</kind> oder eine <kind>Manifestation</kind> ins Spiel kommt, wenn dessen Urheber nicht <unshaped3/> ausgibt. Die verhinderte <kind>Karte</kind> wird in den <zone>Friedhof</zone> gelegt.",[],[],,222,2023-11-27T12:55:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,,[],,True,TCG Arena,,False,[],"Sofort spielbar
Verhindere, dass ein Charakter, ein Ereignis oder eine Manifestation ins Spiel kommt, wenn dessen Urheber nicht 3 Elemente ausgibt.
(Die verhinderte Karte wird in den Friedhof gelegt.)",,2.0,2025-10-27T15:38:00.000Z,Common,Magiezucken,605a4e27-6635-4fee-9ca9-dff82f1525e2,6363707314
,[],[],[],,,[],[],,438,2024-06-10T12:34:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,3,['Vittel'],,False,Backup,,False,[],"Sofort spielbar
Verhindere dass eine Charakter oder Manifestation ins Spiel kommt.",,,2025-08-10T18:23:00.000Z,,Die Musik des Erich Zann,60ceedca-f191-444d-9bfc-7c09716775e1,6375809707
1.0,[],[],[],,"<ability>Nachschub</ability> <desc>Wenn <self>ich</self> <key>sterbe</key>, <key>ziehe</key> 1 <key>Karte</key>.</desc>",[],[],,302,2024-02-14T20:39:00.000Z,0/5,,938edbfe-c6a0-4a7c-836a-d922df505f98,,[],5/5,True,TCG Arena,,False,[],Nachschub,,,2026-01-12T15:04:00.000Z,Common,Vertreter der Seehandelsgilde,6140940e-9746-4fb7-8105-e426aecef94d,277385317
,[],[],[],,,[],[],,67,2023-09-10T00:58:00.000Z,15,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],10,False,Backup,,False,[],Wenn ,,,2025-08-10T18:21:00.000Z,,Speerfischer Peter,617fff15-b87d-4e40-b5e5-89760c76d825,784244363
,[],[],[],,,[],[],,110,2023-09-15T09:58:00.000Z,35,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],25,False,Backup,,False,[],jedes Mal wenn ,,,2025-08-10T18:21:00.000Z,,Schmied Reckar,636af068-6141-41fc-9433-02d0ad14b9c9,3805413187
,[],[],[],,"Jedes Mal, wenn Du ein <kind>Ereignis</kind> spielst, ziehe 1 <key>Karte</key>.",[],[],,348,2024-03-13T13:31:00.000Z,,,64d6852f-afd2-42dc-be8d-a52c7535ed01,4,[],,False,Playtest,2.0,False,[],"Jedes Mal, wenn du ein Ereignis spielst, ziehe eine Karte.",,,2025-08-17T18:07:00.000Z,,Wetterschrein,6511f80c-b10f-4152-9990-ff41916e342b,7805485622
,[],[],[],,,[],[],,80,2023-09-13T10:28:00.000Z,0,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],0,False,Backup,,False,[],Der ,,,2025-08-10T18:21:00.000Z,,Angebot & Nachfrage,669d318a-09ba-4d1b-899e-f3aa872533c0,6115990563
,[],[],[],,,[],[],,312,2024-02-14T21:01:00.000Z,5,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],20,False,Backup,,False,[],,,,2025-08-10T18:22:00.000Z,,Wächter aus Edoran,67043bef-82f6-4c2a-9b36-00fd6971b433,3140698585
,[],[],[],,"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, schicke einen <kind>Charakter</kind> mit <key>Elementarkosten</key> 4 oder weniger ins <zone>Exil</zone>, bis <self>ich</self> das <zone>Feld</zone> verlasse.",[],[],,407,2024-05-27T12:27:00.000Z,35/20,"“Albträume zeigen uns, was zerstört werden muss, damit Neues entstehen kann.”",9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],20/20,True,TCG Arena,,True,[],"Einzigartig
Wenn ich das Feld betrete, verbanne einen Charakter mit Elementarkosten 4 oder weniger, bis ich das Feld verlasse.",,3.0,2025-11-23T18:52:00.000Z,Uncommon,"Annun Kamik, der Eismagier",6723a105-1e41-4d5c-b763-522f53d9de14,8970953468
,[],[],[],1.0,I; Ein Charakter deiner Wahl erhält ansturm,[],[],2.0,205,2023-11-27T12:27:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,2,['Erste Ideen'],,True,Export,,False,[],I; Ein Charakter deiner Wahl erhält ansturm,,,2025-10-27T16:21:00.000Z,Common,Kleiner Ignisschrein,67f74935-e2fb-4a78-973f-e08fb52dd1e1,8968047975
,[],[],[],,,[],[],,115,2023-09-15T11:00:00.000Z,,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],,False,Backup,,False,[],Untitled,,,2025-08-10T18:21:00.000Z,,Dem Feuer entronnen,6838afdb-ea69-4da8-be37-fb38b0e75c01,5429678136
,[],[],[],,"<ability>Nachschub</ability> <desc>Wenn <self>ich</self> <key>sterbe</key>, <key>ziehe</key> 1 <key>Karte</key>.</desc>",[],[],,299,2024-02-14T20:35:00.000Z,0/5,,938edbfe-c6a0-4a7c-836a-d922df505f98,,[],5/5,True,TCG Arena,1.0,False,[],Nachschub,,,2025-10-27T15:38:00.000Z,Common,Vertreter der Botengilde,6853cdc3-52d3-448e-b497-efdb6ca88985,8824715006
,[],[],[],,"<ability>Nachschub</ability> <desc>Wenn <self>ich</self> <key>sterbe</key>, <key>ziehe</key> 1 <key>Karte</key>.</desc>",[],[],,306,2024-02-14T20:47:00.000Z,0/5,,938edbfe-c6a0-4a7c-836a-d922df505f98,,[],5/5,True,TCG Arena,,False,[],Nachschub,1.0,,2025-10-27T15:38:00.000Z,Common,Vertreter der Kartographengilde,6895d98f-6021-4431-a7c2-0d1c49a92193,1427699317
,[],[],[],,,[],[],,32,2023-09-09T11:59:00.000Z,,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],,False,Backup,,False,[],Mache einen zweiten ,,,2025-08-10T18:21:00.000Z,,Fluss der Zeit,6900944a-1d8c-4578-822e-8c8cc4376c63,5775447489
,[],[],[],,"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, wende <ability>Herbeirufen 2</ability> an. <desc>Decke 5 Karten von Deinem Deck auf und nimm eine mit Kosten 2 oder weniger auf die <zone>Hand</zone>. Lege dann alle anderen so aufgedeckten Karten gemischt unter Dein Deck.</desc>",[],[],,388,2024-03-31T16:44:00.000Z,30/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,3,[],30/30,False,Playtest,1.0,False,[],Herbeirufen2,,,2025-08-17T17:58:00.000Z,,Hauptmann,692e22ad-99d0-4d9c-9065-fa3461582e2f,9320636070
,[],[],[],,,[],[],1.0,353,2024-03-29T19:39:00.000Z,10/20,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],10/30,True,Export,,False,[],,,,2025-10-27T21:17:00.000Z,Common,Wächter von irgendwas,69484e8d-2fdc-4010-b018-671a93eb591a,1954565011
,[],[],[],,,[],[],,74,2023-09-12T15:59:00.000Z,,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],,False,Backup,,False,[],Untitled,,,2025-08-10T18:21:00.000Z,,Kreuzsee,69a54e21-fd40-45a5-a6d0-0e899716c529,6014866223
,[],[],[],,,[],[],,442,2024-06-10T13:04:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,['Vittel'],,False,Backup,,False,[],"Brown Jenkins kostet ein Element weniger.
Opfere diese Manifestation um einen Charakter den du kontrollierst der eine Schildkarte angreift bis zum ende des Zuges unblockbar zu machen.",,,2025-08-10T18:23:00.000Z,,Hexenhaus,6aec50b4-5476-4989-babd-5dec6c46626e,3792976165
,[],[],[],,,[],[],,182,2023-11-27T11:50:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],,False,Backup,,False,[],"Jeder Spieler zerstört alle seine Elementare, Charaktere und Manifestationen. Dann wirft er alle Handkarten ab und zieht 3 neue.",,,2025-08-10T18:22:00.000Z,,Weltenbrand,6af29fda-f417-46cc-8bdb-de31019745bb,3977747511
,[],[],[],,,[],[],,249,2023-12-11T19:16:00.000Z,25,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],25,False,Backup,,False,[],"Waffenmeister
Wenn er sich im Kampf mit nur einem Charakter befindet, erhält er +30 Angriff und +30 Verteidigung",,,2025-08-10T18:22:00.000Z,,Waffenmeister Magica,6b2f24f3-fdd6-41c4-9118-906a07c6a64f,6630378130
,[],[],[],,,[],[],,276,2023-12-18T19:47:00.000Z,30,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],15,False,Backup,,True,[],"Einzigartig, Kleriker, Wölfe Bjaturs
Wenn Cherin Tehilla Yadah de Rihanner im Spiel ist, erhalten alle anderen befreundeten Kleriker +10 Angriff und Verteidigung",,,2025-08-10T18:22:00.000Z,,Archiv Cherin Tehilla Yadah de Rihanner,6bb18cbc-f063-499c-a042-dbde25ed1505,9833338119
2.0,[],[],[],,Alle <kind>Charaktere</kind> werden ihrem <key>Besitzer</key> auf die <zone>Hand</zone> zurückgegeben.,[],[],,185,2023-11-27T11:56:00.000Z,,"Kein Turm ist hoch genug, keine Flucht schnell genug, wenn Aqua sich erhebt – Was bleibt ist nur die Stille.",938edbfe-c6a0-4a7c-836a-d922df505f98,3,[],,True,TCG Arena,,False,[],Alle Charaktere werden dem Besitzer auf die Hand zurück gegeben.,,,2025-11-23T17:06:00.000Z,Uncommon,Sturmflut,6c3733a3-dff8-4dea-9c50-a4b95551b2d0,3236097512
,[],[],[],,,[],[],,288,2023-12-18T20:48:00.000Z,25,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],10,False,Backup,,False,[],"Eisern
",,,2025-08-10T18:22:00.000Z,,Eisernes Aeriskind,6d0d59d0-7c12-4116-a693-594327461cc9,4226195423
,[],[],[],,,[],[],,296,2023-12-26T12:19:00.000Z,10,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],25,False,Backup,,True,[],"Einzigartig, Kleriker
Laytja erhält für jeden Naldar, den du kontrollierst, +5 Angriff und Verteidigung",,,2025-08-10T18:22:00.000Z,,Backup Laytja,6d166594-5543-4dbf-874a-6497e4cbc94e,8115572979
1.0,[],[],[],,"<ability>Nachschub</ability> <desc>Wenn <self>ich</self> <key>sterbe</key>, <key>ziehe</key> 1 <key>Karte</key>.</desc>",[],[],,374,2024-03-30T20:24:00.000Z,20/20,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,3,[],20/30,True,Export,,False,[],Nachschub,,,2025-10-26T19:59:00.000Z,Common,Wache des Trosses,6f5f4445-a6d9-4f60-8acd-afd6f6457e08,8431152408
,[],[],[],,<ability>Schildbrecher</ability> <desc>Überschüssiger <key>Schaden</key> an <key>Blockern</key> wird <self>meinem</self> ursprünglichen <key>Ziel</key> zugefügt.</desc>,[],[],1.0,337,2024-03-03T20:48:00.000Z,50/40,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,5,[],50/40,False,Playtest,,False,[],Schildbrecher (Falls dieser Charakter bei seinem Angriff mehr Schaden macht als nötig kannst den restlichen Schaden dem ursprünglichen Ziel zufügen),,,2025-08-17T18:05:00.000Z,,Koloss aus der Zwergenschmiede,70a42a53-01ac-41c3-81b5-9763c73960bf,4431608247
,[],[],[],,,[],[],,254,2023-12-11T19:21:00.000Z,35,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],20,False,Backup,,False,[],"Schreckensklinge, Bündnispartner
Jeder Charakter wird vernichtet, der durch eine Schreckensklinge Schaden bekommen hat.",,,2025-08-10T18:22:00.000Z,,Schreckensklinge der Jagd,70c52635-6663-4ed2-8abe-7a00b84ec247,2039242648
,[],[],[],,"<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Ein <kind>Charakter</kind> erhält bis <key>Zugende</key> <stats>+20/+0</stats>.",[],[],,167,2023-11-27T11:30:00.000Z,,"“Terra, gib mir Deine Stärke, wenn alles um mich wankt.” – Namenloser Krieger",938edbfe-c6a0-4a7c-836a-d922df505f98,1,[],,True,TCG Arena,,False,[],"Sofort spielbar
Ein Charakter erhält +20/0 bis zum Ende des Zuges.",1.0,,2025-10-27T15:38:00.000Z,Common,Terra-Kraftkugel,70eff20b-bbdc-47d7-bd09-7afc5c98003c,481161836
,[],[],[],,<key>Zerstöre</key> einen <kind>Charakter</kind> Deiner Wahl.,[],[],,392,2024-03-31T16:46:00.000Z,,"Niemand schrie, niemand rührte sich – nur das Blut floss.",9cdffd73-9e9c-43b8-a9e5-754524c97de8,6,[],,False,TCG Arena,,False,[],Zerstöre einen Charakter deiner Wahl.,,,2025-10-27T15:38:00.000Z,,Mord,7263c7e1-7abd-416e-9d4d-df556d2cf9be,570477836
,[],[],[],,,[],[],,280,2023-12-18T20:06:00.000Z,40,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],20,False,Backup,,True,[],"Einzigartig, Waffenmeister, Tierwesen, Mondenhain
Wenn Tekkadahn alleine angreift, erhält er +25 Angriff",,,2025-08-10T18:22:00.000Z,,Tekkadahn,728c4201-2bf2-42eb-b689-d4f99892fca4,1230288825
,[],[],[],,,[],[],,310,2024-02-14T20:59:00.000Z,20,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],5,False,Backup,,False,[],,,,2025-08-10T18:22:00.000Z,,Wächter aus Auenfeste,72c58c11-b376-4b85-a711-21db5a32ebf8,2499645956
,[],[],[],,"<ability>Doppelblock</ability> <desc><self>Ich</self> darf zwei <key>Gegner</key> gleichzeitig <key>blocken</key>.</desc>
Nachdem <self>ich</self> <key>angegriffen</key> habe oder an einem <key>Kampf</key> beteiligt war, sterbe <self>ich</self> am Ende der <key>Kampfphase</key>.",[],[],2.0,397,2024-04-04T20:58:00.000Z,50/5,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],50/5,False,TCG Arena,,False,[],"Doppelblock
Wenn ich angegriffen habe oder an einem Kampf beteiligt war, sterbe ich  am Ende der Kampfphase.",,,2025-10-27T15:38:00.000Z,,Sprengmeister,73035c47-1eee-4e0e-afbc-8edc2fdba71d,2836047689
,[],[],[],,,[],[],,340,2024-03-10T20:55:00.000Z,,,87776999-89a3-4cbd-a16c-13b2b242d37e,,[],,False,Backup,,False,[],"Wenn Du die Kupfermünze opferst, erhältst Du ein beliebiges Element.",,,2024-03-16T16:38:00.000Z,,Kupfermünze,733e380d-0f5f-465f-acbf-53dd28db2858,5454903057
,[],[],[],,,[],[],,97,2023-09-14T20:43:00.000Z,70,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],60,False,Backup,,False,[],Als ,,,2025-08-10T18:21:00.000Z,,Flammenbiest,740c3f42-6939-4ea2-91fc-2d32e2bcc5c5,2612484414
,[],[],[],1.0,,[],[],,59,2023-09-09T23:49:00.000Z,,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],,False,Backup,,False,[],Entscheide ,,,2025-08-10T18:22:00.000Z,,Seemannsgarn,76925e86-d233-423c-8a5a-2de4f7915668,9646561815
,[],[],[],,"Als zusätzliche Kosten, um <self>mich</self> auszuspielen, lege 1 Karte von Deiner <zone>Hand</zone> unter Dein <zone>Deck</zone>. Jedes Mal, wenn <self>ich</self> <key>angreife</key>, <key>ziehe</key> eine <key>Karte</key>.",[],[],2.0,271,2023-12-16T13:46:00.000Z,30/30,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,1,[],20/20,False,TCG Arena,,False,[],"Als zusätzliche kosten, um mich auszuspielen, lege 1 Karte von deiner Hand unter das Deck. 
Jedes mal wenn ich angreife, ziehe eine Karte.",,,2025-10-27T15:38:00.000Z,,Ignis-Fanatiker,77d9a086-832e-4efb-8a0f-3107addcfd62,7643166873
,[],[],[],,Lege die oberste <key>Karte</key> von Deinem <zone>Deck</zone> als <key>Elementarkarte</key> in Deine <zone>Elementarzone</zone>.,[],[],,223,2023-11-27T12:56:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,1,[],,True,TCG Arena,,False,[],Lege die oberste Karte von deinem Deck als Elementarkarte in deine Elementarzone.,1.0,,2025-10-27T15:38:00.000Z,Common,Vorstürmen,7809677c-704b-42b6-a6fa-0c5e3d0d0696,5799132354
,[],[],[],,,[],[],,138,2023-10-22T19:34:00.000Z,20,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,[],5,False,Backup,,False,[],Beim ,,,2023-11-23T20:39:00.000Z,,Wildhüter Orhulf,788b5313-377f-46d3-8585-34d233227e7e,5798065484
